FamilyMembers,TotalPower,Season,HouseType,Sqft,Units
6,6095,Summer,Flat,9256,12890.62
7,18600,Summer,House,5475,26775.66
3,14000,Winter,House,3403,10319.13
1,7660,Rainy,Flat,4948,5560.56
8,8250,Summer,House,5402,9581.11
1,8255,Summer,Flat,8846,13658.73
4,5040,Winter,House,6716,2710.03
8,6415,Winter,House,7494,8805.96
7,5560,Rainy,House,1214,1961.25
5,10500,Rainy,Flat,8403,14640.64
6,6830,Winter,Flat,514,933.78
3,4755,Winter,Flat,7744,6235.6
4,8680,Rainy,Flat,5593,9986.05
7,4250,Rainy,House,9649,7269.86
1,5770,Winter,Flat,2310,1917.98
6,19250,Summer,Flat,9973,35822.13
1,7155,Rainy,Flat,5497,3601.86
6,15240,Summer,Flat,7001,23291.65
8,7810,Rainy,Flat,8213,11705.32
4,8645,Rainy,Flat,9854,9718.96
8,4950,Summer,House,4860,5938.68
2,6405,Summer,Flat,898,1439.48
2,16880,Winter,House,3255,7058.78
7,17315,Winter,House,9106,35051.69
2,21485,Summer,Flat,6801,40368.32
4,5350,Rainy,House,4229,1918.6
1,2070,Winter,Flat,4072,843.65
7,11490,Winter,Flat,7876,19856.1
1,22600,Summer,House,6634,48480.31
5,2935,Rainy,House,3239,2578.92
1,11465,Rainy,House,6485,12126.39
4,14500,Rainy,Flat,1360,3036.72
8,7450,Summer,Flat,2187,3549.12
3,12525,Winter,House,8068,29717.17
6,4475,Summer,House,6633,5358.25
8,21600,Rainy,Flat,8121,33829.23
8,13650,Winter,House,5792,8231.39
3,7200,Winter,Flat,2909,2400.58
2,3790,Summer,House,6263,6870.56
3,22560,Rainy,House,3724,17548.33
6,5625,Winter,House,464,316.82
4,5360,Winter,Flat,7179,2545.18
4,12000,Winter,Flat,4035,4041.88
4,1370,Rainy,House,8836,1244.05
2,495,Summer,Flat,8212,919.11
7,16360,Summer,Flat,5985,20650.2
1,5190,Rainy,Flat,4620,4758.79
4,3770,Rainy,House,8835,3127.42
1,6950,Summer,House,3524,7582.62
3,7410,Winter,Flat,6005,3535.22
6,21785,Rainy,House,1793,6409.93
3,10020,Rainy,House,1116,4395.79
8,3990,Winter,Flat,9826,4732.88
5,9515,Summer,House,2420,5391.24
1,2690,Summer,House,3684,2374.15
7,24810,Summer,Flat,5780,38120.91
4,10515,Summer,Flat,9862,26918.04
3,1295,Summer,House,1167,420.74
5,13190,Rainy,Flat,7301,24401.88
5,14070,Winter,Flat,2361,4468.46
5,9380,Summer,Flat,6462,10844.46
3,13500,Summer,Flat,412,1280.89
4,5630,Winter,House,1380,1429.86
7,13300,Rainy,Flat,7232,8292.09
8,930,Winter,House,9627,2211.84
4,3195,Rainy,Flat,2317,925.29
7,23560,Summer,Flat,1388,6232.13
4,16275,Winter,Flat,948,1893.34
3,11220,Rainy,House,8559,21438.79
4,5320,Rainy,Flat,7139,1859.06
5,6680,Rainy,Flat,5565,4781.22
1,14705,Rainy,House,3675,6686.25
8,8240,Rainy,Flat,8392,9600.18
6,3495,Summer,Flat,3434,1840.35
4,32545,Rainy,House,7405,33648.17
3,2570,Summer,Flat,7010,6227.36
1,7570,Rainy,House,7176,10736.82
1,29200,Summer,House,8908,53325.17
4,9645,Winter,House,5271,18079.25
2,5160,Summer,Flat,2641,3526.21
4,3060,Rainy,House,2007,1013.09
6,15710,Winter,Flat,5803,18495.46
7,8520,Summer,Flat,7394,12414.23
4,18420,Summer,House,800,3189.07
1,12515,Summer,Flat,2775,10034.21
7,18730,Rainy,House,7303,20274.84
7,10895,Winter,House,7545,23029.68
3,10225,Winter,House,7576,18815.34
6,28800,Summer,House,1207,16180.6
8,4760,Summer,House,3822,3435.11
8,1330,Rainy,House,7103,1176.94
5,11545,Winter,House,1787,5925.66
5,18720,Winter,House,5249,18965.07
8,5940,Summer,Flat,2663,2641.74
7,6820,Rainy,House,5807,6992.63
6,19030,Winter,Flat,2826,10646.82
2,10895,Winter,Flat,714,913.02
7,14500,Summer,Flat,2594,5224.43
4,6240,Winter,Flat,8257,4924.17
5,7630,Summer,House,2281,5190.89
8,7015,Rainy,Flat,9946,13667.75
6,18255,Rainy,House,1017,4036.56
8,19890,Winter,Flat,3372,13681.63
3,12420,Winter,Flat,8358,18115.43
5,4850,Summer,Flat,4272,3626.15
5,6200,Rainy,Flat,8286,4437.66
6,17460,Winter,House,2209,6904.17
1,16640,Rainy,House,4824,4986.03
5,10890,Winter,Flat,8867,12511.22
3,9560,Winter,Flat,5857,7032.52
3,18960,Rainy,Flat,1289,3743.41
1,4210,Winter,Flat,9776,5517.9
7,1035,Summer,Flat,7271,1941.83
3,9690,Winter,Flat,9937,11626.32
6,9390,Rainy,Flat,5447,9097.79
3,20340,Winter,House,6941,25085.16
1,13240,Winter,House,5429,7780.13
5,8500,Winter,Flat,9722,9869.16
4,16000,Rainy,House,935,6449.77
4,4110,Rainy,House,7948,5959.71
1,6500,Winter,Flat,1675,1311.1
6,21425,Winter,Flat,5258,26201.69
1,1875,Summer,House,2812,1375.52
7,13960,Winter,House,5795,14422.31
5,15435,Rainy,House,9987,44482.26
2,20135,Summer,House,9704,27585.16
2,3740,Rainy,Flat,5477,5340.29
2,14550,Winter,Flat,6451,11896.32
2,23645,Summer,Flat,4354,18409.99
2,14130,Summer,House,5009,11034.9
7,12690,Winter,Flat,9389,8853.23
6,12620,Winter,House,4971,17222.15
8,16640,Rainy,House,3863,5494.89
3,8070,Rainy,House,756,576.37
3,34000,Rainy,Flat,1979,9059.78
2,11030,Rainy,Flat,1882,4375.8
2,16135,Winter,Flat,1057,1619.01
5,11585,Rainy,Flat,4466,9654.24
4,3545,Summer,Flat,3786,3583.23
1,9100,Rainy,Flat,7791,19311.52
6,14700,Winter,Flat,542,790.47
7,6435,Rainy,Flat,6510,9421.49
6,3020,Winter,House,4690,2683.97
2,13475,Rainy,Flat,4815,12670.4
2,17070,Summer,Flat,4904,13345.66
6,2780,Rainy,House,2126,782.55
5,12250,Winter,House,5693,11458.57
7,6650,Summer,Flat,2946,6509.36
2,6050,Rainy,Flat,2820,2365.05
4,24670,Rainy,House,3180,21817.97
2,1505,Winter,House,887,413.42
3,9065,Rainy,House,1193,2883.1
8,13670,Winter,Flat,1371,1370.89
3,24410,Rainy,Flat,9545,38234.65
5,9670,Summer,Flat,7926,19251.47
2,16950,Rainy,House,1960,10608.69
2,4120,Summer,Flat,8103,3415.92
1,12840,Winter,Flat,7839,7663.49
5,8405,Winter,House,6453,11151.81
6,23500,Rainy,Flat,2015,6108.05
5,12225,Winter,House,7296,5091.61
7,17300,Summer,Flat,9744,41675.83
7,1685,Rainy,House,5915,2618.91
4,5070,Rainy,Flat,2070,1882.11
4,14970,Winter,House,8287,14855.45
6,6935,Winter,House,1207,1174.42
5,20340,Summer,House,1075,4614.83
3,13495,Winter,Flat,3774,8962.77
6,8200,Rainy,Flat,1433,3412.12
8,16310,Winter,Flat,1173,2890.2
3,5680,Summer,House,9144,10258.54
8,12350,Rainy,Flat,8003,14797.79
7,11930,Summer,Flat,4763,8957.46
6,16490,Summer,Flat,9016,45667.69
5,16140,Summer,House,6000,35170.99
1,4240,Summer,Flat,8602,9529.36
7,20250,Rainy,House,1319,6743.61
8,4155,Summer,House,6669,8816.05
4,22790,Rainy,House,3303,25184.57
7,27950,Rainy,House,9595,77977.08
6,6520,Winter,House,8506,7771.95
6,11110,Winter,House,2458,6109.37
3,9860,Winter,Flat,9871,11225.78
6,7930,Rainy,House,1854,2748.93
6,6660,Rainy,House,8373,4922.45
2,13820,Summer,House,7537,30517.73
8,18500,Rainy,House,3226,11591.15
7,18140,Rainy,Flat,5276,11153.62
8,5150,Winter,Flat,1862,1338.2
6,2070,Winter,House,2460,1035.19
5,18950,Winter,House,1272,3940.9
1,15970,Winter,House,481,1947.63
2,7845,Rainy,House,8143,11426.51
5,9180,Rainy,House,7735,22266.76
5,33250,Winter,Flat,1534,11094.9
4,7880,Summer,House,3033,5683.71
5,18980,Summer,Flat,7825,27781.34
7,6790,Summer,Flat,8438,6326.4
7,14160,Summer,Flat,6185,19567.62
8,5750,Summer,House,9918,14582.52
3,10015,Summer,Flat,4835,14071.91
3,14360,Summer,Flat,4242,12104.56
8,1720,Winter,House,4618,1220.87
2,5925,Rainy,Flat,8931,4732.66
8,14745,Summer,Flat,3152,8477.92
4,6145,Summer,House,9473,8717.64
5,19450,Rainy,Flat,3714,15187.79
2,12055,Summer,Flat,1760,2960.05
4,7410,Winter,Flat,4155,6112.77
6,15770,Winter,Flat,5975,11049.93
3,8005,Winter,House,1736,4074.8
1,13315,Winter,Flat,883,2541.26
7,2245,Rainy,Flat,7144,3647.65
8,7150,Summer,House,6809,7222.5
6,14410,Winter,House,4882,10259.95
5,11350,Summer,Flat,7241,12501.17
2,4170,Rainy,House,8710,4597.34
3,2755,Rainy,Flat,3367,404.45
6,640,Rainy,House,1230,283.36
6,20560,Rainy,House,8200,33080.44
4,3960,Summer,Flat,1100,510.79
7,17050,Rainy,House,8983,26038.84
8,10510,Summer,House,8468,10287.68
8,6270,Summer,House,6967,9936.85
6,5725,Winter,House,7289,9886.43
1,10785,Summer,Flat,4809,5081.19
2,19260,Rainy,House,4583,24323.09
2,28270,Rainy,Flat,8861,42326.17
8,6440,Rainy,House,8897,11263.87
1,4630,Rainy,Flat,3054,2560.43
2,8520,Winter,House,5413,7181.23
3,1340,Summer,House,3545,1321.22
7,19590,Summer,House,9519,59125.92
8,2360,Winter,Flat,1297,337.69
1,14300,Winter,Flat,9475,20280.68
3,7945,Rainy,Flat,430,673.06
4,7380,Winter,House,3213,4023.58
7,11370,Rainy,House,818,1676.36
4,8845,Rainy,Flat,636,1361.12
7,8690,Rainy,Flat,7600,8688.88
4,8200,Summer,Flat,9490,18114.49
5,800,Winter,House,2407,518.22
1,6015,Rainy,Flat,3224,2156.75
5,6075,Summer,House,7017,17588.27
1,12430,Rainy,Flat,2721,5928.41
3,11630,Summer,House,4209,21992.42
5,13390,Summer,Flat,8779,35694.04
3,7380,Rainy,House,9405,1970.56
4,14180,Winter,Flat,7815,10559.75
1,4780,Rainy,House,8170,9509.07
1,14840,Rainy,House,2455,4010.34
4,2730,Rainy,Flat,9005,3640.26
3,5790,Summer,House,8248,13548.33
3,1100,Rainy,House,1816,288.49
3,4855,Rainy,House,4336,3356.67
5,16100,Winter,Flat,5329,9374.92
8,3370,Rainy,Flat,1803,636.99
8,14680,Winter,Flat,6813,14311.52
2,930,Rainy,House,7679,939.16
7,13030,Summer,Flat,3765,2781.05
2,20200,Summer,Flat,7651,36356.28
8,11200,Winter,House,6265,9965.11
3,1160,Rainy,House,4066,742.93
1,14575,Summer,Flat,4424,15846.38
1,305,Summer,Flat,982,67.53
2,2565,Winter,Flat,5978,2423.87
5,1350,Summer,Flat,495,94.78
6,890,Rainy,Flat,4409,496.69
5,13500,Summer,Flat,8886,34485.21
4,12565,Summer,House,8693,13639.24
7,7480,Rainy,House,1886,5376.08
8,5570,Rainy,Flat,9823,14109.65
4,4130,Rainy,Flat,7341,5801.94
2,16145,Winter,House,6398,16642.01
4,14210,Winter,House,5217,16391.14
2,11360,Winter,House,8853,20562.45
8,20430,Rainy,House,8236,11214.57
8,20240,Summer,House,6544,22775.62
1,11090,Winter,Flat,2937,3485.4
8,20430,Rainy,Flat,1491,5458.9
3,3130,Rainy,Flat,1485,946.17
3,25550,Summer,Flat,5044,18235.84
1,12710,Winter,Flat,7426,16321.33
3,14960,Summer,House,9730,24940.45
4,3730,Rainy,Flat,6797,4728.77
5,5120,Summer,Flat,2385,2531.07
6,9010,Summer,House,2883,10821.55
2,7750,Rainy,Flat,8739,21896.11
8,2560,Summer,Flat,6505,1147.54
8,17250,Summer,House,4195,9055.04
8,9230,Winter,House,6792,11234.24
1,3880,Winter,Flat,5768,1940.93
2,11650,Rainy,Flat,4402,8169.97
7,11000,Rainy,House,7930,11293.72
8,13610,Summer,House,1996,4762.65
5,7910,Summer,Flat,7027,8488.31
2,5640,Summer,Flat,7351,12112.35
5,2690,Summer,Flat,5211,1284.06
4,29880,Winter,Flat,1232,5852.88
6,18160,Summer,Flat,2739,10435.41
7,1310,Winter,House,1586,442.23
6,20120,Summer,Flat,5999,15376.45
2,17710,Rainy,House,1247,5708.73
5,12840,Winter,Flat,2234,5139.71
6,29000,Winter,Flat,7834,33156.85
4,7410,Rainy,House,5566,5813.53
4,9005,Winter,Flat,850,914.28
7,11820,Rainy,House,8708,25637.46
1,8250,Rainy,House,463,1269.8
8,2850,Summer,House,6884,3937.09
3,11990,Summer,House,4900,24903.74
1,14465,Rainy,Flat,8142,18779.69
6,8000,Summer,House,589,1178.85
7,460,Summer,Flat,5748,141.36
5,2830,Summer,Flat,6601,4219.11
7,19020,Summer,Flat,1927,5536.12
4,8460,Rainy,House,4561,4906.42
2,10140,Winter,House,5851,8148.1
1,4420,Summer,Flat,6365,11337.59
6,4980,Winter,Flat,2993,4032.97
7,1555,Rainy,House,706,227.19
1,2860,Rainy,Flat,3540,1331.09
5,6920,Rainy,House,628,1392.69
8,15300,Rainy,House,8781,31303.83
6,3210,Summer,House,9289,3662.27
7,12890,Rainy,House,1148,6555.84
1,15230,Winter,Flat,9349,23660.04
1,21500,Summer,House,8338,55149.0
6,1110,Winter,Flat,4508,439.22
4,11120,Rainy,Flat,8543,20611.42
4,12915,Summer,Flat,2237,3317.84
1,6360,Summer,House,3758,6416.65
7,1080,Winter,Flat,7520,979.62
4,14750,Rainy,House,9029,22967.88
1,24840,Rainy,House,2825,13245.06
2,18860,Summer,Flat,3805,16801.15
7,6180,Summer,House,3046,595.39
2,6075,Rainy,Flat,4320,4832.79
6,15240,Winter,Flat,8903,29409.38
5,9360,Summer,House,4310,12126.88
3,1560,Winter,Flat,3803,787.47
8,1160,Winter,House,2203,630.83
4,28435,Winter,House,5046,22599.78
8,7650,Winter,House,8412,19136.04
1,6265,Winter,Flat,9517,4539.36
7,8230,Summer,House,3320,5238.55
1,12250,Winter,House,1775,4513.21
1,13330,Summer,Flat,5630,5103.39
2,4950,Rainy,House,6870,5584.95
8,2570,Winter,House,7668,2295.98
5,3500,Rainy,Flat,3486,1226.38
5,28820,Rainy,House,3261,19362.06
5,9270,Summer,Flat,9373,14648.73
2,15160,Rainy,Flat,2968,6795.77
5,8050,Winter,Flat,2012,4374.99
6,615,Summer,House,6448,383.81
5,1305,Summer,House,1261,634.73
4,3880,Rainy,House,3542,3796.21
2,3705,Summer,Flat,6593,4168.34
6,20655,Rainy,House,8877,16437.7
6,6255,Rainy,House,1800,1402.15
5,12085,Summer,House,3134,14332.69
3,4930,Summer,Flat,4543,6368.04
8,18665,Winter,House,7077,31246.43
8,24840,Rainy,House,9405,52467.75
6,8250,Winter,Flat,5557,8257.93
5,12335,Summer,Flat,6102,15874.29
3,9250,Rainy,House,678,1772.7
8,1340,Winter,Flat,2873,631.59
5,10360,Winter,Flat,674,807.61
5,1755,Summer,Flat,7283,3360.01
4,15500,Winter,House,4545,20501.81
5,14240,Summer,House,6964,20227.17
5,18310,Summer,House,2009,13692.5
6,8950,Rainy,House,3641,8768.69
8,1100,Summer,Flat,3072,666.17
4,12545,Winter,House,3415,6728.72
4,15875,Winter,House,8155,27604.83
4,9620,Winter,House,432,681.15
5,8250,Rainy,House,9229,11818.35
3,11755,Summer,Flat,2851,2903.85
8,13500,Rainy,House,9872,51335.87
3,4995,Rainy,House,4553,5498.82
6,18360,Rainy,Flat,6120,23889.4
3,6930,Rainy,Flat,6917,10735.31
5,8240,Summer,Flat,2545,5222.4
2,1210,Winter,Flat,3143,631.35
5,21170,Winter,House,8935,37629.56
2,10575,Rainy,House,6874,18496.63
8,4870,Summer,House,8095,8681.44
7,2170,Summer,Flat,7125,5232.13
8,995,Summer,House,1048,148.4
6,18165,Winter,Flat,647,1925.16
3,9910,Winter,House,3763,7756.15
5,14030,Rainy,House,9643,24213.83
4,10650,Rainy,House,7231,22720.17
4,12400,Rainy,House,3669,10046.88
2,3970,Winter,Flat,4427,2603.3
2,17785,Rainy,Flat,4823,11871.29
6,15485,Winter,House,3815,9368.41
7,8850,Summer,House,7115,23610.61
3,7520,Winter,House,4689,5452.85
8,420,Summer,Flat,3009,214.9
3,8735,Rainy,House,1229,1978.19
8,24250,Rainy,Flat,5876,35696.71
5,3590,Rainy,House,5638,2369.92
7,17220,Summer,Flat,2305,8999.28
8,7250,Winter,Flat,9388,8887.71
4,17850,Summer,House,9512,55749.29
4,16480,Summer,House,989,1799.96
2,15360,Winter,House,8297,23330.51
2,20570,Winter,House,7191,17741.34
3,32580,Rainy,Flat,8697,59149.76
7,6325,Winter,House,1427,2623.28
8,7860,Summer,House,5101,10458.23
6,885,Winter,House,4414,883.92
4,15385,Summer,House,8393,37375.13
7,8300,Rainy,Flat,939,1966.89
2,5960,Rainy,House,2110,2265.97
2,20300,Summer,House,9286,57270.78
2,10270,Rainy,Flat,8921,17596.04
4,11860,Winter,House,6420,11135.56
1,6955,Rainy,House,9484,13783.24
3,21760,Summer,Flat,3396,13978.5
2,16640,Winter,Flat,8589,20224.71
8,6430,Winter,Flat,9159,7196.66
1,11565,Rainy,House,7042,19854.19
3,15640,Summer,Flat,7823,26994.02
7,2800,Winter,Flat,5518,2225.38
3,7290,Summer,House,7146,21862.94
6,5310,Rainy,Flat,3122,4086.22
8,9825,Rainy,House,3959,4605.11
2,5620,Rainy,House,9139,3427.49
7,21320,Rainy,Flat,4943,15818.51
2,10840,Winter,Flat,5305,7910.54
7,28000,Rainy,Flat,4479,31299.72
6,27035,Summer,House,751,3866.77
5,9005,Summer,House,5839,14731.98
8,6100,Summer,Flat,9883,5869.92
2,12000,Winter,House,8062,22591.99
3,14375,Winter,House,7309,13430.42
1,9910,Rainy,Flat,4138,3983.72
7,7190,Winter,House,9560,16389.65
3,9200,Summer,House,3881,17740.81
4,15525,Summer,House,3531,22727.13
2,11145,Summer,House,7009,11361.15
5,18470,Summer,Flat,3962,17222.6
4,8075,Summer,House,932,1433.02
1,19940,Winter,House,5450,10596.53
1,6265,Summer,Flat,5019,10405.89
7,19250,Summer,House,7719,49847.81
6,9240,Rainy,House,3606,8852.14
5,19150,Rainy,House,4045,9231.72
2,6245,Winter,Flat,2771,3214.69
8,12450,Summer,Flat,6041,10051.19
2,795,Winter,Flat,9705,1567.3
7,16970,Rainy,Flat,1940,4155.56
2,16670,Summer,Flat,8455,20780.59
3,2240,Rainy,House,9293,3960.96
5,13500,Rainy,House,7821,15455.24
5,8360,Rainy,House,7811,22558.47
7,2560,Summer,Flat,8745,5599.75
3,5210,Winter,Flat,9469,10043.17
8,5730,Summer,House,2052,1875.31
4,4355,Summer,Flat,2437,2852.27
6,13770,Summer,Flat,7361,19114.52
5,16670,Winter,House,9506,28906.93
8,15710,Summer,House,6798,38543.98
8,10640,Winter,Flat,2347,4821.28
7,10375,Summer,Flat,2064,4854.19
4,10620,Rainy,House,5755,18724.09
3,11210,Winter,Flat,6679,13017.85
8,9750,Summer,House,1903,2862.0
8,690,Winter,Flat,8122,713.4
7,23350,Summer,Flat,9612,29887.14
5,4255,Summer,Flat,2797,3241.11
4,13360,Rainy,House,2800,5747.45
3,10360,Summer,Flat,2410,924.75
4,15560,Rainy,House,9245,13600.77
4,420,Winter,Flat,4556,359.89
3,3225,Winter,House,1746,436.19
8,23180,Rainy,House,1635,5118.96
3,7340,Rainy,House,1397,2826.21
6,12105,Rainy,House,9394,32461.67
6,7240,Winter,House,969,883.9
7,1775,Summer,Flat,4135,896.32
8,14810,Summer,Flat,3313,11443.79
4,13070,Summer,Flat,3768,6369.93
5,5195,Winter,Flat,5335,2049.48
7,5680,Winter,House,6537,7104.01
1,1815,Rainy,House,7055,3038.29
5,22625,Summer,Flat,7204,27466.95
3,16710,Summer,House,2144,5187.44
2,2630,Summer,House,5594,5805.0
3,20790,Winter,House,2631,11875.5
1,11245,Rainy,House,478,1203.93
7,6090,Winter,Flat,7005,8360.89
2,8705,Rainy,Flat,8625,7317.31
8,13500,Winter,Flat,8212,11622.72
8,3500,Rainy,House,2100,1487.44
2,10510,Rainy,Flat,7101,11249.0
1,7565,Rainy,House,2309,4175.11
8,17280,Winter,Flat,3315,6935.88
2,2960,Summer,House,3507,2090.37
2,16200,Rainy,Flat,4242,6397.41
7,15160,Winter,House,8339,27666.95
5,5415,Winter,House,2768,2419.96
3,16655,Rainy,House,7450,31420.63
1,2970,Winter,House,9432,5735.13
8,1715,Rainy,Flat,9301,5694.29
6,7050,Summer,House,1124,2858.02
5,6340,Summer,Flat,1706,3409.9
7,18180,Rainy,House,6344,38752.83
2,1770,Summer,Flat,5726,1850.31
1,8730,Winter,Flat,2465,3430.54
7,29070,Summer,Flat,5239,25343.09
8,18000,Summer,House,3717,14185.4
6,3235,Rainy,House,2953,2480.81
2,17430,Winter,House,6748,25690.11
2,5230,Rainy,House,6418,12273.4
2,18000,Summer,Flat,9776,31093.65
6,8940,Winter,House,2601,4147.82
5,1830,Rainy,House,1062,296.32
8,2780,Winter,Flat,7389,3981.45
3,16520,Summer,Flat,3803,14505.07
3,5660,Winter,Flat,5669,5716.98
1,6960,Summer,House,9992,10182.35
6,18395,Rainy,House,4354,21367.46
7,7525,Summer,Flat,1785,1833.2
8,13985,Winter,House,1802,4164.64
7,5600,Summer,House,8621,4205.98
3,1620,Summer,Flat,716,258.42
3,2980,Winter,Flat,8058,1527.71
7,16160,Winter,House,9451,27026.18
6,8980,Summer,House,9824,18540.21
7,20600,Summer,Flat,4729,12138.81
6,9895,Winter,Flat,5866,11736.79
2,20000,Rainy,Flat,2180,6373.36
1,5270,Winter,Flat,9516,7019.16
2,5915,Rainy,House,3771,6199.13
5,8160,Winter,House,1200,2667.72
8,6780,Summer,House,4608,5437.15
1,16275,Summer,House,9539,44997.72
8,13495,Rainy,Flat,2157,5460.22
1,2730,Summer,Flat,3945,3159.34
3,10720,Rainy,House,8561,18325.54
6,1680,Rainy,Flat,7786,918.22
7,15250,Rainy,House,2077,9266.88
5,18490,Summer,Flat,4652,16277.6
5,12020,Winter,Flat,748,1651.74
2,815,Winter,Flat,8440,678.49
4,14200,Winter,House,3125,4687.09
4,12390,Summer,Flat,3843,15096.25
6,3645,Summer,House,5471,4902.85
6,7740,Summer,Flat,4875,11027.69
3,10380,Winter,House,6892,12251.02
2,9850,Summer,Flat,1816,2806.31
7,14250,Rainy,Flat,8252,25015.13
4,1140,Winter,House,2890,613.7
8,3550,Summer,House,939,728.7
8,9870,Rainy,Flat,9355,15979.91
2,6865,Rainy,House,631,1502.21
1,11435,Winter,Flat,9541,7930.9
3,11690,Summer,Flat,7743,14101.49
3,3750,Winter,House,4416,1378.11
7,8880,Rainy,House,6114,14134.76
5,12490,Rainy,House,803,1982.95
7,5910,Summer,House,9111,18284.11
3,10400,Winter,House,3972,7584.76
4,24060,Winter,House,6076,34890.72
8,14500,Summer,Flat,8252,12308.2
5,12390,Winter,House,482,312.79
8,5620,Summer,House,5723,9470.71
2,11500,Summer,Flat,9812,22935.27
1,5020,Summer,House,4791,10412.81
6,10810,Summer,Flat,5855,11793.27
4,12380,Summer,House,1354,2382.37
3,18400,Winter,House,3340,11978.47
6,7080,Summer,Flat,4855,2973.28
2,22460,Summer,House,6061,30040.66
4,20600,Summer,House,7995,45236.13
3,17390,Rainy,Flat,2964,7051.29
2,13730,Winter,House,5922,10002.17
3,10720,Summer,House,1835,3933.84
8,2640,Winter,House,5358,1491.88
3,9450,Winter,Flat,857,647.56
4,9330,Rainy,House,4212,7952.52
8,22140,Winter,Flat,2685,13428.19
6,2800,Rainy,House,5498,2740.53
4,2600,Summer,Flat,2411,1674.67
6,5620,Winter,House,9113,6259.5
1,3495,Rainy,House,6217,6115.89
7,14030,Winter,Flat,3908,9436.53
4,17295,Winter,House,5215,16115.26
1,8130,Winter,House,2461,5342.94
2,830,Summer,House,9299,1288.6
4,5140,Rainy,Flat,428,392.41
3,8610,Rainy,House,679,2053.49
8,10380,Summer,Flat,5452,4538.96
1,7820,Summer,Flat,2021,4276.21
5,10770,Rainy,House,913,770.73
3,21710,Summer,Flat,7754,31328.53
2,9395,Rainy,House,5765,13636.21
1,1840,Rainy,Flat,7227,2981.41
3,4455,Rainy,Flat,8368,4017.93
8,7850,Winter,Flat,9452,7600.05
5,20550,Rainy,House,7766,16942.85
4,19520,Rainy,House,9475,19813.91
7,13370,Rainy,Flat,6421,9246.72
8,23970,Winter,House,1973,10032.42
3,4465,Summer,House,9664,4889.16
8,10795,Rainy,Flat,1598,3853.17
8,10835,Rainy,Flat,3039,6979.6
7,7405,Rainy,Flat,5624,4268.61
3,7590,Summer,Flat,7842,17820.91
5,7620,Winter,House,5118,5853.85
3,20090,Rainy,House,9285,32309.02
3,21640,Winter,House,4823,18140.46
2,11630,Rainy,Flat,1880,4083.87
1,18300,Summer,House,8551,17878.29
6,15340,Rainy,Flat,6530,5461.17
6,30550,Summer,House,8601,70205.48
1,11670,Summer,House,5739,18250.04
1,3570,Winter,Flat,4635,1408.71
4,26215,Winter,Flat,863,1739.59
8,14515,Summer,House,7434,34418.28
7,12120,Rainy,House,4922,12564.55
2,14360,Summer,Flat,3671,7347.54
6,7615,Winter,House,1933,2756.01
6,26110,Summer,Flat,9734,55814.77
4,23840,Winter,Flat,8416,39312.34
5,18650,Rainy,Flat,4770,7318.17
3,22210,Winter,House,7034,37210.34
2,12170,Summer,Flat,2845,9403.13
4,12410,Summer,House,6828,8551.29
8,5910,Winter,Flat,7881,2812.68
2,17450,Rainy,Flat,6365,24666.47
6,6310,Winter,House,6696,12935.19
7,26200,Winter,House,6302,52089.06
4,3500,Rainy,House,800,422.77
8,6110,Summer,Flat,8373,9308.54
8,26200,Winter,House,6314,20278.15
8,18620,Summer,House,8257,62956.77
4,3750,Summer,House,6241,7182.56
8,1385,Rainy,Flat,4874,317.7
8,17545,Winter,Flat,6181,8700.13
6,3090,Winter,House,7737,2350.24
3,14515,Summer,House,8979,28131.21
4,1570,Summer,House,6901,2211.05
6,17790,Winter,House,5646,15206.82
4,7070,Summer,House,6841,6483.99
7,9795,Winter,House,4530,6213.91
4,11760,Winter,House,4527,7292.3
4,1875,Winter,Flat,8350,3520.62
8,7245,Rainy,House,4679,8016.54
1,3090,Summer,House,5890,5521.09
2,18060,Rainy,House,5331,27644.47
4,10250,Winter,Flat,2579,7380.83
1,2390,Summer,Flat,8864,6139.37
7,8125,Rainy,Flat,8222,11031.58
1,11060,Summer,Flat,6657,11441.48
4,16560,Rainy,House,6434,25070.55
4,21280,Summer,House,8690,61993.27
4,13625,Winter,House,9849,14413.01
5,4460,Winter,House,9010,3100.34
4,13900,Rainy,House,9052,44259.1
6,17950,Rainy,House,6009,29582.63
6,29900,Summer,House,2709,20036.9
3,13370,Rainy,House,3529,8935.38
2,3360,Summer,Flat,9970,5901.33
4,5775,Summer,Flat,1152,1382.15
7,10310,Rainy,House,1948,6402.18
1,17780,Winter,Flat,5589,17651.8
4,5350,Winter,House,4357,5319.3
8,16265,Summer,House,1019,4839.08
8,8590,Winter,Flat,6023,6183.23
2,7480,Winter,Flat,8839,5839.09
6,13710,Winter,House,7717,14161.47
8,10725,Summer,Flat,6686,10773.49
8,16270,Winter,House,9305,22960.3
7,5325,Summer,Flat,628,461.62
8,4310,Rainy,Flat,7869,4723.46
2,14255,Rainy,Flat,3529,12935.91
8,9220,Winter,House,9535,23501.83
8,5860,Summer,Flat,2602,5048.6
1,7040,Rainy,Flat,5698,5451.24
3,5490,Summer,Flat,426,304.43
7,715,Rainy,House,5502,751.76
1,3325,Summer,House,3539,1069.61
8,6575,Summer,House,6784,18789.8
4,27680,Winter,House,4125,18923.42
3,16950,Summer,Flat,8027,34138.05
7,8195,Winter,House,5028,6037.87
2,3630,Summer,Flat,5490,6209.04
