FamilyMembers,HouseType,Sqft,Season,Units
5,Flat,2198,Winter,6872.52
2,House,2199,Rainy,521.94
2,House,2416,Summer,4259.44
1,House,1690,Rainy,1057.37
5,House,2498,Summer,7765.6
4,Flat,842,Summer,4728.69
6,House,1773,Rainy,472.4
6,House,447,Rainy,2352.03
6,Flat,957,Summer,1948.48
6,House,1172,Summer,12983.7
1,House,1536,Rainy,2426.5
6,Flat,2317,Summer,438.46
4,Flat,468,Rainy,2708.59
3,House,501,Rainy,3839.72
3,Flat,456,Winter,640.38
3,House,372,Rainy,472.16
6,House,2395,Summer,6061.34
6,Flat,1929,Summer,4657.4
1,Flat,1893,Rainy,319.44
6,Flat,1208,Rainy,474.63
1,House,532,Rainy,1285.49
4,House,1540,Summer,6985.73
5,House,1918,Summer,2440.09
1,Flat,918,Rainy,1032.4
1,Flat,2473,Rainy,704.29
1,House,844,Rainy,1868.4
4,House,2377,Rainy,1836.5
6,House,375,Rainy,291.32
3,Flat,1203,Summer,565.05
1,House,377,Winter,2704.66
4,House,1307,Winter,654.98
5,House,2135,Rainy,1007.06
3,Flat,1554,Winter,339.35
3,House,388,Winter,1840.0
3,Flat,414,Winter,1840.88
4,House,331,Winter,1403.13
4,House,1286,Winter,729.94
4,Flat,1049,Rainy,1684.44
6,House,2087,Winter,516.28
3,Flat,1953,Rainy,551.48
5,House,1201,Winter,3446.2
1,Flat,813,Rainy,2921.26
5,Flat,1475,Winter,1216.99
3,Flat,725,Summer,3701.18
6,Flat,613,Winter,4951.46
6,Flat,1324,Winter,574.45
4,Flat,1809,Summer,1402.87
4,House,1178,Winter,1340.87
2,House,2370,Summer,6702.42
3,Flat,1954,Winter,985.3
5,Flat,1034,Rainy,2860.25
3,Flat,1715,Winter,1039.18
5,House,2343,Summer,3983.88
5,House,1343,Rainy,1796.04
2,House,2177,Winter,967.83
5,Flat,2012,Winter,1478.59
3,Flat,1265,Rainy,688.24
5,Flat,596,Rainy,2419.44
1,House,1786,Rainy,1333.91
3,House,1926,Rainy,2330.81
2,House,1610,Rainy,1648.36
4,House,1044,Summer,4429.81
5,Flat,712,Rainy,1913.35
5,Flat,462,Rainy,9846.56
2,Flat,1982,Winter,348.64
1,House,904,Winter,440.6
2,House,452,Winter,1109.64
6,Flat,630,Summer,3857.59
2,House,813,Winter,987.46
6,Flat,1947,Rainy,761.42
3,Flat,2002,Summer,1401.93
3,House,1605,Summer,3783.97
1,House,571,Rainy,5937.27
3,Flat,900,Summer,363.72
3,Flat,765,Winter,1826.22
6,Flat,2334,Rainy,874.34
6,House,438,Summer,2952.17
3,Flat,1550,Summer,1873.12
6,House,1304,Summer,283.63
2,House,2443,Rainy,997.57
2,House,1448,Rainy,427.76
5,House,1598,Summer,2968.95
6,Flat,462,Winter,285.16
3,Flat,2018,Winter,1641.9
1,House,901,Winter,513.66
6,Flat,2056,Winter,8063.95
1,Flat,2017,Summer,1137.03
6,House,1486,Winter,661.27
1,Flat,1484,Rainy,2240.79
6,House,2064,Winter,1102.94
4,House,2028,Summer,1380.48
6,House,1230,Winter,1533.31
1,Flat,860,Rainy,715.16
1,House,2494,Rainy,122.82
4,Flat,2081,Rainy,4445.29
1,Flat,872,Summer,3209.93
5,Flat,1223,Winter,1009.57
4,Flat,2371,Rainy,4938.43
2,Flat,2292,Winter,2638.17
2,House,1195,Summer,472.11
6,House,1597,Winter,888.29
6,Flat,1410,Rainy,62.84
4,Flat,671,Rainy,963.68
4,Flat,1055,Rainy,1146.59
6,Flat,1785,Rainy,3495.09
5,Flat,937,Summer,214.08
6,Flat,2043,Summer,5519.84
3,House,574,Winter,330.69
5,Flat,1443,Winter,2158.78
4,House,1429,Winter,3062.5
5,Flat,1309,Winter,176.19
2,Flat,1698,Rainy,1347.15
1,House,2487,Summer,2426.07
3,House,1872,Winter,4774.71
6,Flat,517,Winter,3500.77
2,House,2488,Rainy,6285.23
4,Flat,1546,Rainy,2438.75
2,Flat,1724,Winter,2345.94
6,Flat,1390,Summer,8365.32
2,House,1044,Rainy,757.62
3,Flat,824,Winter,168.91
1,Flat,620,Rainy,1961.5
4,Flat,1690,Summer,1161.96
5,House,575,Summer,223.89
1,Flat,2111,Summer,988.49
4,House,2361,Rainy,7451.73
6,House,730,Summer,7740.07
2,Flat,334,Summer,2072.43
3,Flat,823,Winter,935.55
1,Flat,410,Rainy,1989.62
2,Flat,767,Winter,586.82
5,Flat,1740,Winter,1339.8
4,Flat,725,Summer,2117.76
3,House,1387,Summer,235.43
6,House,1096,Summer,1885.72
3,Flat,1869,Rainy,2116.12
4,Flat,1580,Winter,2327.53
1,Flat,1180,Summer,1406.18
5,House,2283,Winter,1815.85
6,Flat,1412,Summer,1906.91
1,House,645,Summer,5337.46
1,House,2073,Rainy,3399.75
6,House,2354,Rainy,5959.92
2,House,539,Summer,5931.11
2,House,2397,Summer,4190.12
3,House,2449,Rainy,2109.73
5,Flat,1633,Rainy,4069.5
4,Flat,1254,Rainy,782.38
2,House,1152,Summer,6707.84
4,House,2115,Winter,3338.64
2,House,2343,Rainy,4534.73
4,Flat,1789,Winter,122.08
3,Flat,2227,Rainy,642.02
1,Flat,2152,Rainy,2172.08
1,Flat,1698,Winter,118.31
2,Flat,1976,Rainy,942.23
4,Flat,1655,Rainy,678.34
1,House,1863,Winter,326.91
3,House,1631,Winter,3916.18
1,House,443,Winter,736.04
3,Flat,983,Rainy,2982.14
5,House,1373,Rainy,4247.57
6,House,2110,Summer,79.93
5,House,1634,Winter,2405.93
5,Flat,1759,Winter,1089.23
6,Flat,542,Summer,1410.74
1,Flat,1334,Summer,5565.75
6,Flat,631,Winter,1238.56
6,Flat,985,Summer,1924.4
1,Flat,2063,Summer,3353.6
5,House,363,Winter,7637.61
3,Flat,2484,Rainy,6538.6
3,House,1283,Summer,1110.57
3,House,2377,Rainy,5236.2
2,House,2023,Summer,5644.46
2,House,2182,Winter,1239.33
2,Flat,894,Rainy,3468.07
4,House,2065,Winter,896.67
5,Flat,2481,Summer,3483.59
2,House,2176,Winter,1431.36
4,Flat,1854,Rainy,5487.8
6,Flat,2119,Winter,1019.5
3,Flat,694,Summer,3538.58
6,House,804,Winter,2062.7
4,Flat,1428,Summer,9085.86
1,House,2202,Winter,2012.56
5,House,1166,Summer,4488.43
6,Flat,1104,Summer,505.81
2,House,2142,Winter,2557.83
2,Flat,1471,Rainy,1430.33
6,Flat,723,Winter,2697.48
3,Flat,785,Summer,3444.06
6,House,1300,Rainy,473.87
3,Flat,792,Winter,1711.11
6,House,746,Summer,6158.33
3,House,642,Winter,5111.84
6,House,2438,Rainy,412.14
1,House,1908,Summer,6783.4
2,Flat,2021,Summer,3092.01
2,House,1048,Rainy,2693.17
1,House,1633,Winter,1810.01
6,House,1418,Winter,655.09
4,House,2140,Winter,5566.38
1,House,1834,Summer,2845.73
3,House,1793,Summer,1702.79
3,Flat,1097,Rainy,288.41
1,Flat,587,Summer,5512.06
6,House,1518,Summer,4841.63
1,House,2424,Winter,610.42
6,Flat,2091,Summer,1163.42
4,House,1739,Winter,4465.75
3,Flat,2426,Summer,1380.1
6,Flat,2084,Winter,2360.78
6,House,1391,Summer,6691.69
1,Flat,1910,Winter,911.02
3,House,1481,Summer,6751.91
1,Flat,1798,Summer,145.17
5,Flat,2318,Rainy,1597.39
3,Flat,2018,Summer,887.81
2,House,1675,Summer,304.43
5,House,1912,Summer,3843.92
6,House,1969,Rainy,2450.04
6,Flat,1537,Summer,4087.62
4,Flat,1550,Rainy,512.46
3,House,822,Winter,2492.85
1,Flat,433,Summer,1086.98
4,Flat,2196,Summer,313.44
5,House,930,Rainy,768.5
1,House,951,Winter,148.52
1,House,2176,Summer,3098.27
1,Flat,1833,Winter,146.36
4,Flat,1286,Rainy,418.65
3,House,1433,Summer,2792.7
2,Flat,1875,Winter,243.43
2,House,346,Winter,1079.67
5,Flat,1646,Summer,5666.45
1,Flat,405,Summer,3643.01
1,Flat,603,Winter,3070.7
3,House,453,Rainy,6252.01
5,Flat,1624,Rainy,3311.06
4,Flat,2431,Rainy,10478.2
4,House,1142,Rainy,1326.5
3,House,2409,Rainy,888.16
1,House,897,Winter,1811.32
1,Flat,612,Summer,2509.18
6,House,587,Summer,2230.88
5,House,611,Winter,554.9
3,Flat,2361,Rainy,449.33
5,House,1940,Summer,3701.0
6,Flat,1605,Rainy,1731.87
6,Flat,2192,Summer,2063.72
5,House,1627,Rainy,1007.86
4,House,746,Rainy,2648.03
3,House,559,Winter,1426.74
4,Flat,795,Rainy,598.59
3,House,2204,Rainy,2691.18
5,Flat,1775,Winter,202.77
4,Flat,1657,Winter,4623.47
6,Flat,2424,Summer,15028.53
3,House,1502,Rainy,389.45
1,Flat,2250,Summer,1283.9
1,House,354,Winter,1168.17
2,House,999,Summer,8850.71
6,House,1357,Summer,199.69
1,House,1700,Rainy,6502.79
1,Flat,303,Rainy,1211.78
1,Flat,929,Rainy,2161.01
3,Flat,583,Summer,3386.3
5,House,418,Winter,1432.59
2,House,900,Summer,7031.71
6,House,1480,Summer,5597.14
6,House,957,Winter,4188.38
6,House,1464,Rainy,8014.77
3,House,948,Winter,1234.28
2,House,2298,Winter,1221.77
5,Flat,640,Summer,1180.82
2,House,1077,Summer,620.86
3,Flat,462,Winter,5111.78
3,Flat,2336,Rainy,2476.37
1,House,1804,Summer,1515.62
4,Flat,1529,Winter,684.38
2,Flat,711,Summer,2829.9
1,Flat,329,Winter,1089.49
6,House,846,Rainy,2903.59
1,Flat,712,Winter,4629.75
5,House,747,Winter,4559.55
5,Flat,1303,Rainy,4950.28
6,Flat,514,Summer,5271.56
6,House,840,Rainy,4303.6
6,House,2129,Rainy,1066.62
3,Flat,1771,Rainy,7943.31
4,House,1323,Summer,1282.83
4,Flat,1324,Rainy,268.08
1,Flat,2485,Summer,976.76
5,Flat,1536,Rainy,725.34
2,Flat,1603,Rainy,999.33
3,House,1666,Winter,470.97
3,Flat,2148,Summer,6235.46
1,House,560,Summer,9159.16
6,Flat,1553,Summer,4662.3
6,Flat,415,Winter,5575.36
6,House,724,Winter,4983.01
6,House,2270,Summer,3181.86
5,Flat,1527,Summer,2467.74
6,Flat,1020,Winter,462.84
6,Flat,1874,Rainy,388.13
6,House,1069,Rainy,3868.51
5,House,1720,Summer,5793.87
2,Flat,2127,Winter,484.5
3,House,1075,Rainy,641.66
6,Flat,2063,Rainy,1035.01
4,Flat,1331,Rainy,6267.88
1,House,645,Winter,1659.91
4,Flat,2055,Summer,4291.76
2,Flat,498,Summer,329.41
3,House,362,Winter,4171.19
4,House,2371,Summer,1905.0
4,House,830,Summer,4674.35
4,House,1019,Summer,2105.43
1,Flat,482,Summer,3523.41
2,House,1407,Summer,119.03
3,House,2415,Winter,343.54
5,House,2358,Summer,5548.29
2,Flat,1120,Summer,5087.08
5,House,531,Winter,1198.99
1,House,2265,Winter,5070.45
3,Flat,1748,Summer,960.31
4,House,2261,Winter,2550.95
4,House,1377,Winter,618.3
5,House,1497,Rainy,2385.44
4,Flat,750,Summer,3523.18
4,Flat,2419,Summer,4591.0
5,Flat,1954,Winter,1148.7
3,House,1235,Rainy,3639.0
2,Flat,549,Rainy,3536.12
5,Flat,888,Rainy,2581.58
6,Flat,2187,Rainy,1249.23
4,House,1538,Winter,2217.94
6,Flat,2097,Rainy,5428.13
4,House,1473,Summer,2189.96
4,Flat,1354,Winter,1193.69
6,Flat,1284,Rainy,981.44
6,Flat,2284,Summer,1996.94
3,Flat,795,Winter,1255.32
3,House,1013,Summer,3122.43
5,Flat,635,Rainy,2108.34
6,Flat,973,Summer,3973.89
6,Flat,1783,Summer,6281.5
1,House,593,Winter,73.19
4,Flat,2182,Winter,54.94
1,Flat,636,Winter,306.22
6,House,1941,Rainy,2542.9
4,House,1380,Summer,5727.54
6,House,1356,Summer,4181.37
1,House,1288,Rainy,4311.85
1,Flat,1059,Rainy,1543.66
2,House,1052,Winter,227.27
1,House,2378,Rainy,617.56
1,House,476,Summer,1062.63
2,Flat,621,Winter,1462.59
5,House,1736,Summer,3382.62
6,House,2204,Summer,4907.65
5,Flat,1117,Winter,364.08
6,House,719,Rainy,1491.48
3,Flat,2486,Winter,628.39
5,House,697,Winter,5600.81
1,Flat,1755,Rainy,1638.06
5,Flat,2002,Rainy,4793.83
4,House,2216,Summer,2178.14
2,House,2043,Winter,2338.57
6,House,1943,Rainy,4485.57
2,House,1891,Rainy,3349.75
6,Flat,1204,Summer,7335.37
4,Flat,406,Winter,974.87
1,House,2198,Winter,1067.53
4,Flat,1027,Winter,266.72
5,Flat,955,Rainy,4016.82
1,House,395,Winter,599.54
6,Flat,2209,Rainy,5733.48
2,House,1203,Rainy,789.11
2,Flat,1089,Summer,1648.64
2,Flat,1765,Summer,1524.96
1,Flat,1737,Winter,1870.64
3,Flat,676,Summer,3431.46
4,House,1322,Rainy,1583.0
1,House,2142,Winter,3302.42
4,Flat,1641,Summer,2756.24
4,House,1817,Summer,356.86
4,House,758,Winter,3274.43
2,House,2235,Winter,6676.13
4,Flat,490,Rainy,2781.12
4,Flat,678,Summer,5706.04
3,House,1262,Rainy,1375.6
4,Flat,2188,Rainy,5982.59
6,Flat,551,Summer,3266.86
4,Flat,2029,Winter,1430.92
1,House,727,Rainy,4025.4
6,Flat,2206,Winter,703.88
1,House,1673,Rainy,5010.72
4,Flat,931,Summer,3159.29
1,Flat,2272,Rainy,3026.43
4,House,1352,Summer,251.87
2,House,405,Summer,1821.59
1,House,860,Summer,2202.97
3,House,319,Summer,1375.43
5,House,1295,Winter,1495.37
1,House,596,Summer,408.05
5,Flat,830,Rainy,517.76
1,House,2070,Summer,1534.47
3,House,2253,Summer,146.63
3,Flat,1589,Winter,257.02
2,Flat,1731,Winter,1368.86
6,Flat,2454,Rainy,2880.49
2,Flat,1940,Rainy,8261.79
4,Flat,660,Rainy,310.08
3,House,611,Winter,2034.25
6,Flat,2401,Summer,6697.87
3,House,1349,Rainy,905.98
5,House,748,Summer,4978.54
2,Flat,1058,Rainy,1303.22
1,House,2284,Rainy,2964.4
4,Flat,1828,Summer,3606.25
3,House,1801,Winter,2556.65
1,House,1327,Rainy,601.34
1,Flat,444,Winter,242.52
5,House,1332,Rainy,2137.22
1,House,1480,Rainy,1926.62
2,Flat,1648,Rainy,1957.97
4,House,1117,Summer,4825.54
1,Flat,1857,Summer,2379.11
1,Flat,1208,Summer,1629.18
5,House,1736,Summer,2618.41
1,House,1024,Rainy,1497.54
3,Flat,1971,Summer,5717.19
6,House,1842,Winter,1144.83
4,Flat,2094,Summer,10634.84
3,House,2157,Summer,7122.24
6,Flat,1777,Rainy,3753.92
1,Flat,608,Winter,1297.32
5,House,1046,Rainy,2536.23
1,House,661,Summer,1073.3
6,House,2058,Summer,1009.38
4,House,1321,Summer,6659.65
6,Flat,1560,Rainy,7714.36
6,House,595,Summer,2335.9
3,House,1404,Rainy,3242.82
3,Flat,318,Winter,598.25
3,Flat,2475,Rainy,147.4
4,House,2211,Rainy,4087.55
5,House,1697,Rainy,414.61
3,House,517,Winter,770.04
4,House,2317,Summer,5303.37
6,House,1464,Rainy,8211.62
2,Flat,1338,Rainy,249.39
6,House,1924,Winter,999.59
1,House,2318,Rainy,3701.26
6,Flat,596,Summer,4410.47
4,House,1188,Summer,6541.06
6,Flat,1628,Rainy,2072.25
3,House,531,Rainy,827.52
1,House,2129,Rainy,2077.13
4,Flat,1105,Winter,638.48
6,House,982,Summer,6185.03
3,House,1435,Rainy,4890.72
2,Flat,1435,Summer,2620.34
4,House,2413,Rainy,7403.94
2,House,1779,Rainy,2243.78
4,House,1922,Winter,715.0
5,House,551,Rainy,3499.11
6,House,698,Summer,759.32
4,House,792,Rainy,4697.51
1,House,1025,Winter,1519.01
1,Flat,2423,Winter,207.04
2,House,1702,Rainy,191.74
3,Flat,739,Summer,2810.72
5,Flat,415,Winter,2776.75
6,House,2371,Rainy,3398.49
1,Flat,2175,Winter,409.67
1,Flat,1115,Summer,1687.6
3,Flat,2057,Summer,3825.4
2,House,2455,Rainy,123.21
6,House,1844,Summer,2633.3
6,Flat,1142,Rainy,528.57
3,House,678,Winter,443.45
3,House,468,Winter,1685.92
4,House,2313,Rainy,2577.18
5,House,969,Summer,8513.85
4,Flat,923,Winter,694.7
5,Flat,1820,Rainy,2097.0
4,Flat,1116,Summer,2068.81
6,House,1840,Rainy,2954.04
5,Flat,1433,Rainy,341.59
6,House,481,Winter,5842.9
4,Flat,572,Summer,1450.16
3,Flat,1331,Winter,228.49
3,House,1299,Winter,287.2
3,House,1765,Rainy,4941.55
6,House,1156,Winter,1463.09
6,House,792,Winter,198.19
1,House,2182,Summer,1257.62
5,House,1749,Winter,288.64
5,Flat,2034,Winter,3898.97
1,Flat,1004,Rainy,4464.85
2,House,1555,Winter,1487.21
4,House,1638,Summer,2270.86
5,House,1132,Winter,785.6
4,House,2217,Winter,1288.22
5,Flat,2235,Rainy,4545.98
2,House,2120,Summer,6165.99
2,Flat,1264,Summer,9431.13
2,House,410,Rainy,4362.23
4,Flat,1453,Winter,2240.68
3,House,957,Summer,7597.41
5,House,779,Winter,480.43
5,House,2468,Winter,2059.02
1,Flat,1133,Rainy,443.17
6,House,2104,Rainy,6539.72
3,Flat,1399,Summer,298.46
2,House,772,Winter,1330.94
1,House,864,Summer,2551.94
6,Flat,432,Winter,1404.47
3,Flat,1354,Winter,434.81
4,House,898,Winter,732.97
2,House,1340,Rainy,1256.85
3,Flat,2015,Winter,5989.8
6,House,1261,Summer,2765.04
3,Flat,397,Summer,429.98
4,House,1119,Summer,2467.03
1,Flat,2293,Summer,3481.34
4,House,1057,Rainy,1268.42
3,Flat,1033,Summer,3639.68
3,House,2281,Winter,962.39
1,Flat,931,Rainy,2914.98
5,House,500,Rainy,922.45
6,Flat,720,Summer,3845.92
3,House,767,Winter,1205.38
2,House,1070,Rainy,6619.74
4,House,1965,Rainy,978.24
4,Flat,2025,Winter,1681.98
3,House,768,Rainy,4411.91
2,House,2334,Winter,1322.92
2,House,2414,Winter,482.41
6,Flat,531,Rainy,2032.98
3,Flat,953,Winter,830.31
1,House,416,Winter,570.6
2,Flat,514,Winter,1562.23
5,House,938,Winter,3413.28
5,Flat,1850,Winter,3133.36
1,House,835,Winter,1952.49
2,Flat,1358,Summer,430.22
2,House,2103,Rainy,2447.11
5,Flat,918,Summer,128.76
2,Flat,2056,Rainy,2977.68
4,House,1887,Summer,6503.11
1,Flat,2468,Rainy,1860.43
4,Flat,1703,Winter,741.37
1,House,300,Summer,2511.0
5,Flat,1128,Rainy,377.56
6,House,1138,Summer,4851.5
3,Flat,1054,Summer,1203.71
1,Flat,327,Rainy,2025.66
3,Flat,423,Summer,533.68
2,House,440,Winter,69.15
6,Flat,2010,Rainy,2102.62
6,Flat,1911,Summer,6899.13
5,House,375,Winter,321.63
2,Flat,2031,Winter,2181.35
4,Flat,1269,Rainy,736.84
4,Flat,1183,Rainy,9322.8
3,House,1499,Rainy,5391.09
1,Flat,1037,Rainy,1913.68
3,House,1161,Rainy,2552.21
6,Flat,669,Summer,728.45
1,Flat,1687,Rainy,5117.65
6,House,2283,Summer,591.03
2,House,2229,Summer,416.6
4,Flat,673,Summer,2471.2
6,Flat,2454,Summer,897.51
2,House,1353,Winter,2832.92
4,Flat,2490,Winter,220.1
5,House,355,Summer,10440.61
4,House,1814,Winter,560.61
5,Flat,869,Winter,844.51
1,House,863,Winter,118.4
3,House,558,Summer,372.34
1,Flat,1310,Summer,1324.96
1,House,1902,Summer,327.72
6,House,1582,Summer,3893.39
2,Flat,1913,Winter,57.33
5,House,559,Winter,2705.27
5,House,1573,Winter,1922.65
2,Flat,465,Winter,587.11
3,House,2189,Summer,5298.69
2,House,1734,Summer,3261.73
4,Flat,370,Winter,924.08
4,Flat,1867,Winter,370.45
4,Flat,646,Winter,641.05
6,House,2404,Summer,4213.14
4,House,715,Summer,2303.91
2,House,731,Rainy,1384.37
6,Flat,2246,Summer,5309.74
6,House,313,Rainy,1712.88
1,House,1816,Rainy,449.88
4,House,929,Summer,830.61
2,House,679,Winter,407.48
2,House,1738,Winter,740.07
3,Flat,763,Summer,1037.73
2,House,1699,Rainy,3490.45
4,House,2283,Summer,3754.13
6,Flat,500,Summer,6965.89
4,House,773,Winter,888.23
2,Flat,1916,Rainy,2619.6
6,House,1782,Winter,1513.03
5,House,1051,Summer,1852.85
5,House,618,Summer,1208.72
2,Flat,1238,Rainy,613.86
6,Flat,2057,Summer,1112.64
6,Flat,2362,Summer,3379.35
3,House,1275,Summer,4045.01
5,House,1839,Summer,536.89
2,Flat,1005,Winter,1431.83
2,Flat,924,Summer,4778.87
2,House,880,Rainy,843.42
4,Flat,1826,Winter,2898.45
1,Flat,2377,Summer,1973.65
1,House,1307,Rainy,904.44
4,House,2486,Rainy,695.35
2,House,1653,Rainy,2808.16
3,Flat,629,Rainy,1046.88
4,Flat,736,Summer,2432.43
6,House,484,Summer,1404.36
4,Flat,1451,Winter,4155.77
1,House,1229,Summer,5994.93
2,House,2463,Summer,1325.58
4,Flat,1974,Summer,1755.07
3,House,1059,Rainy,856.78
4,Flat,406,Summer,577.66
6,Flat,379,Winter,563.74
5,Flat,1762,Summer,1416.93
6,House,580,Summer,1403.09
4,Flat,1359,Rainy,2153.52
6,Flat,1344,Summer,2587.81
1,House,1157,Rainy,3407.57
2,House,1413,Summer,2750.96
2,House,609,Rainy,3143.27
4,House,454,Rainy,1893.5
4,House,1479,Rainy,4019.43
5,Flat,1686,Winter,4035.04
2,Flat,2393,Rainy,3610.25
3,House,1951,Rainy,1715.05
5,Flat,452,Winter,1249.14
6,Flat,2466,Summer,3614.17
1,House,1596,Rainy,6728.46
2,House,1025,Winter,413.91
5,Flat,1483,Winter,1136.54
3,House,442,Rainy,1250.27
1,Flat,472,Summer,1455.17
5,House,1960,Rainy,4685.91
6,House,786,Summer,5279.86
5,Flat,1836,Winter,185.28
5,Flat,776,Winter,194.12
6,House,1423,Summer,2736.83
4,Flat,671,Winter,610.49
4,House,1734,Summer,127.29
5,Flat,344,Winter,6294.62
1,House,304,Rainy,837.51
4,House,521,Summer,2890.31
2,Flat,2179,Rainy,283.92
6,Flat,1320,Winter,1571.08
6,Flat,1896,Summer,2767.03
6,House,1778,Rainy,245.23
3,Flat,1584,Summer,3115.47
6,Flat,1982,Winter,534.39
3,House,2159,Summer,6562.27
2,Flat,517,Rainy,2637.17
4,House,875,Winter,1042.49
6,Flat,2157,Summer,2275.44
1,Flat,2058,Rainy,456.34
1,Flat,1473,Rainy,3785.79
4,Flat,1738,Summer,6299.76
4,Flat,1947,Rainy,1130.38
1,Flat,1955,Rainy,272.33
6,House,2406,Summer,2229.3
4,Flat,1831,Summer,5668.46
4,House,1790,Rainy,1720.87
6,House,1062,Winter,2007.79
5,House,2084,Winter,1597.76
6,Flat,346,Winter,1166.54
6,Flat,2467,Rainy,571.0
4,Flat,1930,Rainy,470.55
1,Flat,2470,Summer,3570.47
3,Flat,1557,Winter,1684.26
1,House,1270,Rainy,1693.21
5,Flat,2255,Summer,1824.97
5,Flat,2500,Winter,1604.16
1,House,446,Winter,1639.67
4,Flat,831,Summer,5936.33
5,Flat,853,Winter,1298.55
2,Flat,868,Winter,1668.32
3,House,1105,Winter,9924.29
4,House,1983,Summer,3666.81
6,House,1033,Winter,3837.58
1,House,978,Winter,785.89
3,House,1720,Winter,6572.09
1,Flat,385,Rainy,1636.98
3,House,1057,Winter,86.8
5,Flat,1820,Rainy,2278.33
2,House,1761,Summer,5832.7
6,House,307,Winter,2811.76
2,House,837,Winter,4583.4
5,House,812,Summer,5704.91
3,Flat,1619,Summer,5529.58
1,House,454,Summer,3846.59
3,Flat,841,Summer,6214.44
4,Flat,571,Winter,4132.86
4,Flat,1110,Summer,8609.05
6,House,1948,Rainy,5254.15
3,Flat,423,Rainy,2197.99
1,House,1379,Rainy,364.78
2,Flat,317,Rainy,1205.68
2,Flat,911,Summer,3382.2
3,House,1729,Winter,898.73
5,Flat,538,Winter,969.27
2,Flat,2413,Summer,4446.0
1,House,2218,Summer,7287.43
1,House,901,Summer,504.0
6,House,1782,Summer,818.01
1,Flat,1118,Winter,1057.35
3,Flat,2257,Rainy,3631.17
2,Flat,2282,Rainy,646.98
5,Flat,1405,Rainy,6572.18
3,House,2259,Summer,2491.07
4,House,1065,Rainy,3620.58
2,Flat,2483,Summer,3052.06
1,House,316,Winter,488.89
4,Flat,884,Rainy,3292.5
3,House,582,Rainy,2949.48
4,House,798,Winter,407.11
2,House,1038,Winter,684.05
6,House,372,Rainy,2368.99
2,Flat,1239,Rainy,613.31
3,House,1294,Winter,2987.19
5,Flat,944,Summer,589.82
1,Flat,1063,Rainy,574.98
2,Flat,446,Rainy,946.04
4,House,1356,Summer,1290.11
5,Flat,517,Winter,736.46
6,House,1487,Rainy,565.87
2,Flat,517,Winter,2546.07
4,House,598,Rainy,2036.0
3,House,1426,Winter,426.14
4,Flat,1328,Winter,177.71
5,House,1465,Winter,817.22
4,Flat,2323,Summer,1716.4
5,Flat,512,Rainy,153.4
3,Flat,1358,Winter,738.99
5,House,441,Summer,4106.73
6,House,842,Winter,527.79
6,House,1417,Rainy,2501.84
3,House,534,Summer,4609.16
6,Flat,638,Rainy,1554.76
3,House,2164,Winter,1175.42
4,Flat,534,Winter,1569.57
5,House,1824,Summer,4698.35
2,House,799,Rainy,2037.81
1,House,1227,Rainy,286.33
2,Flat,789,Summer,2215.37
1,House,1268,Rainy,4773.4
3,House,1444,Rainy,635.94
4,Flat,2321,Rainy,1347.92
1,House,776,Summer,3814.08
2,Flat,2424,Summer,1959.8
5,House,1954,Winter,1834.39
6,House,515,Rainy,1019.1
3,House,865,Summer,5272.62
4,Flat,1376,Winter,9052.79
1,House,1653,Winter,406.86
2,Flat,952,Winter,1320.36
6,Flat,398,Rainy,677.76
1,House,519,Summer,6257.02
3,Flat,2195,Winter,5966.49
3,House,2172,Winter,3449.39
5,Flat,1482,Rainy,1809.17
6,Flat,2429,Rainy,4167.37
1,Flat,376,Rainy,1686.58
6,House,755,Rainy,4765.18
6,House,1661,Summer,2558.38
5,House,421,Rainy,1916.44
5,Flat,936,Rainy,537.94
4,House,1624,Winter,1012.96
3,Flat,938,Winter,1962.58
3,Flat,1675,Rainy,2879.03
6,House,1207,Winter,1126.24
1,Flat,1387,Summer,867.45
3,Flat,1746,Summer,364.86
4,House,2196,Winter,1649.57
4,Flat,1361,Summer,3010.69
2,Flat,2213,Rainy,607.64
3,House,1549,Summer,380.49
4,House,2095,Rainy,12702.25
6,Flat,700,Rainy,7516.31
1,House,2480,Rainy,367.83
1,House,1339,Winter,1312.38
3,House,2222,Summer,6608.55
2,Flat,301,Winter,3663.19
2,House,1909,Rainy,453.21
1,Flat,1775,Rainy,2959.26
6,House,661,Summer,15291.14
6,House,790,Rainy,1299.87
5,House,1497,Summer,2107.81
6,Flat,1227,Rainy,4476.88
2,House,2310,Summer,4527.39
5,Flat,1761,Rainy,1148.89
5,House,1226,Summer,1779.34
2,House,797,Summer,2472.93
1,House,1084,Summer,4528.47
2,House,1116,Winter,3072.49
4,Flat,1170,Rainy,2650.3
